dia;ativo3;ativo4;ativo11;ativo13;ativo14;ativo15;ativo16;ativo19;ativo20;ativo23;ativo24;ativo25;ativo28;ativo31;tivo33;ativo34;ativo37;ativo41;ativo42;ativo43;ativo50;ativo51;ativo55;ativo57;ativo64;ativo65;ativo66;ativo69;ativo71;ativo74;ativo76;ativo81;ativo82;ativo83;ativo84;ativo85;ativo86;ativo87;ativo89
370;-0.027777809;-0.021824748;-0.022806923;-0.039181555;-0.015833292;-0.046114432;-0.039604008;-0.012263838;-0.037795044;-0.010499523;-0.011643826;0;-0.033675012;-0.017818186;-0.035175879;-0.023917308;-0.017391304;0;-0.065040669;-0.085252022;-0.026503547;-0.03556941;-0.048967542;-0.021099798;0;-0.039814852;-0.032514802;-0.068493151;0.002703042;-0.045056323;-0.050949367;-0.010301508;-0.041509434;0.000196293;0;-0.051460444;-0.023759303;-0.007823961;-0.005816961
371;-0.011657355;-0.005303548;-0.002872597;0.00779226;0.007620575;0.002685765;-0.026804175;0.006711409;0.009547795;-0.01607717;0.001385936;0.017441887;0.005050556;-0.007774921;0.004166667;0;0.013274336;0;-0.040217348;-0.061904762;-0.003141486;0.011970269;0.030396922;-0.021201414;0;0.014464803;0.015276193;-0.036764706;0.008086256;-0.003931848;-0.001167056;-0.017517086;0.019685039;0.019607774;0;-0.01759525;0.010794877;-0.014292755;-0.005319185
372;-0.002081427;-0.016363338;0.002880872;0;-0.030672228;0.024107143;-0.00158893;-0.04;0;-0.014705882;0.030795838;-0.011428589;-0.012562814;-0.004477663;0.047717842;-0.003311189;0.002183461;0;0.022876511;-0.005801305;-0.002100702;-0.005434776;-0.009632682;-0.003610292;0;-0.025475286;-0.029398171;0.015267176;0.016042786;0.020789527;0.033717243;-0.012919896;-0.225868726;-0.031730659;0;0;0.001165068;0;0.010694899
373;0.004635267;0.0280374;0.014721675;-0.024484504;0.051148678;0.023539669;0.013262599;-0.000347222;0.011346413;0.024543947;0.010406253;0.025722625;-0.003053435;0.021364308;0.104950495;0.044850465;-0.015250598;0;0.007528787;0.034281546;0.005263145;0.015429136;0.018237135;0.021739135;0;-0.029847797;-0.031481016;-0.022556391;-0.039473697;0.015725677;-0.002099144;-0.013089005;0.326683292;0.012909586;0;0.039701552;-0.010861152;0;0.021164173
374;-0.005997785;0;-0.00920022;0;-0.002061814;0.072402044;0.046335131;-0.003473428;0;0.039171253;0.029568095;0.03127636;-0.00663609;0.060183536;-0.023297491;0.014308416;0.001769912;0;0.053846176;0.031734838;-0.005235589;0.003165501;0.024477654;-0.007092128;0;-0.014076031;-0.013789756;0;-0.013698292;0.027918808;0.019417476;-0.007957533;-0.204887218;0.058823321;0;0;0;0;-0.028497434
375;0.003597094;0.015090942;-0.004285751;-0.013210017;-0.016529008;0.016679905;-0.021766424;0.016033461;0.048625;0.004672897;0.053565682;-0.008196791;-0.027235305;0.015922466;-0.005504587;0.003134826;0.006625442;0;-0.01147026;-0.069036227;-0.012631637;-0.015462269;0.002330833;0.017857182;0;0.008770141;0.013732809;0.007692308;-0.013889583;0.003703704;0.006190476;0.01042778;0.321513002;-0.031481376;0;0.060723453;-0.016274549;0;-0.021866712
376;0.0286739;-0.000537398;-0.002869506;0;0.014705925;-0.00703125;0.033248186;-0.02058319;0;0.019844961;0.015313834;0.026170928;-0.003697781;0.011584282;-0.017527675;0.023750014;0.004387889;0;0.016244641;-0.047723935;0.002132281;-0.001602535;0.00290712;0.042105268;0;0.00283055;0.006896626;0.052671756;0;-0.005166052;0.006152358;0.044985471;-0.24686941;-0.005927207;0;0;0.016543792;-0.006;0.016902953
377;-0.00899176;0.041218614;-0.014748154;0;0.010351967;0.027537372;0.032178167;0.036777583;0;0.018242627;-0.005731491;0.033556954;0.086956464;0.050185277;0.023474178;0.022588475;0.021406728;0;-0.003529126;0.037008481;-0.010638496;-0.024398063;-0.037101581;0.026599429;0;-0.016330585;-0.008072456;0.02973169;-0.021126775;-0.002472849;-0.010504829;-0.002279058;0.033254157;-0.03058281;0;0;-0.021372549;0;0.002681165
378;-0.014971134;0.032702293;0.067177833;0.024096302;0.039344303;0.033690658;0.058513189;0.000337838;0.051209971;0.01492983;-0.035194155;0.023636307;0.096585366;0.000641449;0.1;0.038208989;0.007271172;0;0.002083292;0.100371747;0.096774428;0.092464578;-0.015051079;0.042308884;0;-0.015577003;-0.019235488;0.003521127;-0.006474825;0.044868669;0.011725527;-0.007614314;0.354022989;-0.00793648;0;0.016375667;-0.014225586;0;0.04171101
379;-0.044329494;-0.017499983;0.002394752;-0.033986908;-0.029574131;-0.005925926;-0.026506525;0.001350895;-0.018418599;-0.032068255;-0.040880487;-0.066226753;-0.048932429;-0.043589736;-0.030025021;-0.008050627;-0.033970223;0;-0.052598713;0.013513514;-0.004902156;0.010843365;-0.022004995;-0.031151699;0;-0.042265231;-0.04953485;-0.01754386;-0.000723389;-0.016132883;-0.060297543;-0.015600922;-0.006791171;0;0;-0.044074542;-0.05406504;-0.02917505;-0.052874805
380;-0.020481703;-0.007633638;0.020136584;-0.031123121;0.013815522;-0.014157973;-0.00186181;0.003035413;0.012591763;0.003039514;0;0.002717338;-0.041159918;0.003686316;-0.028374893;-0.005797068;0;0;-0.01623871;-0.018666667;0.016748813;0.030691303;-0.012499965;-0.035401105;0;0.000217348;0.010582064;0.020714286;0;-0.011333518;-0.001666633;0.012990386;-0.030769231;0;0;-0.011282853;-0.011388118;0.024870466;0.00271023
381;0.008609899;0;0.00100366;0.016759698;0.002805571;0.034013605;-0.020750758;0.010423672;0.003900136;0.034848485;0;0.015989167;0.032682927;0.007345587;0.011504425;0.004664749;0.046153844;0;0.064688777;-0.014945652;-0.011627757;-0.022549865;0.012658192;0.003366969;0;0.022169116;0.014659607;0.013296011;-0.00145;0.053658588;0.050918162;0.012310823;0.029982363;-0.010000265;0;0.031276301;0.036731212;0;0.004865008
382;-0.018292463;-0.016410226;-0.001002654;-0.040384531;-0.040767386;-0.005847953;-0.003333333;-0.009983361;-0.017000896;-0.021961933;-0.031147511;0.000266755;0.020311762;-0.008949314;0.058617673;-0.001741148;-0.012605146;0;-0.027865032;0.064827586;0.010784121;0.014196996;-0.003124937;-0.010067013;0;-0.032107145;-0.034313676;0.001381215;-0.005805157;-0.027777778;-0.015091342;-0.001773473;-0.02739726;0.012121475;0;-0.034835986;-0.037526226;0;-0.018289455
383;0.01850926;-0.003823458;0.003345534;-0.005153178;0.033333292;0.023529412;0.032489298;0.008403361;-0.029899151;-0.047904192;0.001692006;-0.013333297;0.055555509;0.010033442;0.009090909;0.002906916;-0.021276544;0;-0.043534502;0.093264184;-0.005819415;0.000291597;0.028213248;0.015254083;0;-0.033172276;-0.035533048;0.032413793;0;0.009761857;-0.027580645;0.004568528;-0.007042254;0.007984003;-0.025;-0.01302191;-0.000871292;-0.06471183;0.029588799
384;-0.012074765;-0.002093477;-0.016338796;-0.048633086;-0.00282254;-0.018678161;-0.009717769;-0.01;-0.020885794;-0.006289308;-0.003378447;-0.011081058;-0.010964913;-0.019536362;-0.024570025;-0.049275386;-0.005217337;0;-0.045741391;-0.023104208;-0.012683019;-0.040816289;0.006097437;0.025041894;0;-0.048625292;-0.044321277;-0.004676019;0.003649271;-0.045979724;-0.051086416;-0.017180393;-0.04964539;0.005940573;0;-0.067116015;-0.046653565;-0.001081081;-0.014369411
385;-0.00740738;0.019230764;-0.016949162;0;-0.019409624;0.002928258;-0.007009346;-0.004377104;0;0.014240506;0;0.000273259;-0.008869136;-0.003715017;-0.005037783;-0.002134083;-0.00611899;0;-0.014403684;0.038205033;-0.021739162;-0.024316107;0.060000135;0.042019476;0;-0.003821352;0;0.003355705;0.00436364;-0.026198691;-0.015032372;0.002570643;-0.246268657;0.023621963;0;0;-0.005259547;-0.053571429;-0.018358225
386;-0.012686489;-0.005317349;-0.01758621;-0.007864545;-0.048659794;-0.010948905;-0.021176518;0.007439973;0.012225541;0.001560062;0.013559447;-0.010928978;-0.03803132;0.015932229;-0.010970464;-0.001527711;-0.01407201;0;0.003114446;-0.059579494;-0.021212114;-0.015576341;0.012006736;-0.034073148;0;0.008870847;0.01014487;-0.036789298;0.006517021;-0.005076168;0.018811039;-0.004615385;0.351485149;0.019038511;0;-0.032282919;0.011264414;-0.085191538;-0.023652564
387;0.020408054;0.021727888;0;0.020731767;0.057650629;0.018450185;-0.006009616;0.058744545;-0.018245404;0.001557632;0.020066846;0.012430987;0.041860465;0.015014993;0.042662116;0.005202017;0.024085581;0.235565743;0.048483474;0.046583851;0.035087811;0.034810105;-0.005649603;-0.007443409;0;0.010931535;-0.001434692;-0.013888889;-0.00719353;0.002040842;0.045114092;0.004636785;0.007326007;-0.003585683;0;0.037331279;0.024096316;0.03125;0.028169213
388;0.024691266;-0.002531643;0;0.084229427;0.036065615;0;0.037726773;0.020925808;-0.026441377;-0.014307932;0.023606477;0.004911238;0.03571433;-0.00788957;0.004909984;-0.004566207;0.023519109;0.068535861;0.072892844;-0.013056439;0.024925163;0.021406782;0.028409105;-0.008803382;0;0.048660083;0.048850605;0.007042254;0.003622826;-0.006873727;0.0566667;-0.004871769;-0.009090909;-0.001893933;0;0.084226641;0.067702532;-0.03030303;0.004931281
389;0;-0.001692052;0;-0.016528972;-0.007120292;0;-0.004893964;-0.010559006;-0.001076009;0.015146734;-0.013773115;-0.013032839;-0.017241465;0.00728964;-0.026872964;0.021406743;0.022553299;0;-0.002335372;-0.040288577;0.002918199;0.002993957;0.01657444;0.032565824;0;-0.015019099;-0.016438301;-0.020979021;-0.010830329;-0.003845168;-0.033123059;0.000515357;-0.001834862;-0.003795053;0;-0.025423784;-0.015800375;0.125;-0.018538771
390;-0.006144541;-0.003559284;0;-0.061344538;-0.051394462;-0.036956522;0.002576159;-0.036409291;-0.004574615;-0.030774013;0.000324802;-0.005502072;-0.053070134;-0.01315789;-0.031799163;-0.007485055;-0.016229712;-0.037900847;-0.037029196;-0.028822055;-0.012609006;-0.019402993;-0.013586871;-0.002867087;-0.128205183;-0.03777879;-0.038718772;-0.029285714;-0.036495999;-0.000257308;-0.032626427;0.004378006;-0.029411765;0.009523777;0;-0.054347826;-0.062315188;-0.011111111;-0.00277761
391;0.00254589;-0.027045425;0;-0.072515654;-0.051658927;-0.012039127;0.017986451;-0.004560261;0.000270476;0.000641437;-0.035714427;-0.009681867;-0.043538675;0.004999948;0.007778738;-0.001508264;-0.002115112;-0.052424242;-0.055690608;0.060645226;-0.023575748;-0.031963405;-0.029201045;-0.018210951;0;-0.051324457;-0.046942889;-0.043414275;-0.006818182;0.010295985;-0.050590219;-0.003846205;0.007575758;-0.037924569;0;-0.066666636;-0.07208831;-0.04494382;-0.019498555
392;0.050181416;-0.003496474;0;-0.00257401;0.018600531;0.004569688;0.029371224;-0.005235602;0.011082147;0.020833333;-0.057239016;0.005586601;0.055690024;0.036484302;0.037735849;0.001510542;0.008478169;0.013431436;0.018488182;0.161800416;0.040241569;0.044025114;0.031214485;0.005532077;0;-0.011468437;-0.020978961;0.021538462;0.006864989;0.038216561;0.001776234;0.003603707;0.02443609;0.019807916;0;0.009852184;0.010682253;0;0.019886309
393;0.023028122;0.043859613;0;0.012903226;0.05;0.029567854;0.012037494;0.037828947;-0.02406457;0.004709576;0.015714349;0;0.022935781;-0.02400004;-0.016528926;0.019607798;0.018495219;0.013568886;0.003676471;-0.028795864;0.008704;0.018373494;0.041276757;0.037540509;0;0.026733845;0.034161428;-0.002259036;0.022727273;0.023312909;0.026595744;0.025904025;0;-0.003846141;0;-0.004878049;0.013692049;-0.001176471;0.016713208
394;-0.000562815;0.013445416;0;0.008280278;-0.014492795;-0.037555228;0.008810528;-0.011093502;-0.009586312;0.013125;-0.015119589;-0.008333405;-0.013452871;-0.031475374;-0.03697479;-0.026627201;-0.029715228;-0.014321264;-0.015567766;-0.139622595;-0.023969263;-0.018042;-0.038583427;0.02308164;0;0.014984058;0.016816877;-0.038490566;0;-0.016786619;-0.03540594;-0.02475005;-0.04587156;-0.015443962;0;-0.000816961;0.00473936;0;-0.00273993
395;0.002139787;0.025704778;0;-0.025584388;-0.016806681;0.020657995;-0.009825371;0;-0.001383759;-0.012954966;0.006783253;0.00560225;0.022727273;0.003723753;0.038394415;-0.013677802;-0.034453475;-0.038218541;-0.041860442;0.05075188;-0.018664168;-0.014759015;0.00604727;0.001524375;0;-0.007744434;-0.009155404;0.015698587;0.011111111;-0.012682903;-0.013607843;-0.010510126;0.028846154;0;0;-0.017334456;-0.016745353;0.001177856;-0.010989089
396;-0.005843443;0.004850403;0;-0.056077756;-0.035470085;-0.029235382;-0.007717707;-0.051282051;-0.058172464;-0.0625;0.017730539;-0.043732548;-0.006666667;-0.0455312;0.012605042;-0.02927585;-0.039647522;-0.050574744;-0.053398081;-0.02444836;-0.034033914;-0.023540231;-0.073770512;-0.013698678;0;-0.027804854;-0.025335262;0;-0.010989011;-0.0659585;-0.039208568;0.020725493;-0.046728972;-0.029411955;0;-0.040605725;-0.036939243;0;-0.044444386
397;-0.016615783;-0.018503573;0;0.006181297;-0.034116128;-0.003861004;0.017777778;-0.015202703;0;-0.024;-0.01254359;-0.01747739;-0.013422864;-0.017667804;0.061410788;-0.031745946;-0.037156019;-0.030785195;-0.035897487;-0.012224999;0.099999934;-0.009079541;-0.031858457;-0.041666627;0;0.008529854;0.011314954;0;-0.002963333;-0.02618355;-0.024938598;0.00253802;0;-0.006060586;0;0;-0.005728617;-0.03;0.010465033
398;-0.005862033;-0.044262309;0;0.043686054;-0.027522845;0.003875969;-0.046069913;-0.00754717;0.03529463;-0.00034153;-0.026111465;0.013934148;-0.038548664;-0.007194314;0.005473026;0;0.012863209;0.017844397;0.018617049;-0.056311881;-0.109750255;-0.019905218;0.01767209;-0.033816479;0;0.026119377;0.020562443;-0.024729521;-0.000743314;-0.000814775;0.03468324;0.009873392;0.049019608;0.002032513;0;-0.023243711;0.045841736;0.000606428;0.021288951
399;0.005896599;-0.001715251;0;0.008829233;0.028301791;0.013127413;0.002517785;0.022468026;0.001420994;0.01469081;0.027173896;0.034210462;0.009433915;0.019927585;0.030326594;0.006557339;0.006585254;0.022791024;0.023498747;0.033442623;0.025396718;0.025145141;0.017365418;-0.057666621;0;-0.0084848;-0.009185215;0.030110935;-0.011152425;0.036694755;0.014793932;0.00225623;0.013084112;-0.006085172;0;-0.005505274;0.010778467;-0.03030303;0.014084416
400;0.002758553;-0.020618537;0;-0.005834701;0.022477157;-0.033536585;-0.046347032;-0.026031102;0.01162918;-0.003367003;-0.044091737;-0.01865978;-0.028971916;-0.02344579;0.00754717;-0.006840386;-0.028037498;-0.027768221;-0.018367372;-0.033629442;-0.00928786;-0.015723288;-0.028840603;-0.011319393;0;-0.020782468;-0.023026346;-0.001538462;-0.023307536;-0.013633954;-0.03764525;0.00050025;-0.022140221;0.010204047;0;-0.037499964;-0.018957322;0;-0.0277776
401;-0.014213554;-0.017193011;-0.073359052;-0.030322713;0.000897174;-0.014195584;-0.020828298;-0.013189865;-0.014862027;-0.025;0.007011031;0.012964614;-0.003849855;0.018552147;0.000749064;-0.046900655;0.007211599;0;-0.023388721;-0.013131976;-0.020833283;-0.029392992;0.009090936;-0.005366672;0;-0.028714033;-0.030302971;-0.008474576;-0.014627021;0;-0.021860095;-0.01274995;-0.032075472;-0.010100976;0;-0.022263487;-0.022222269;-0.0125;-0.019999946
402;-0.00139546;0.028204232;-0.007575736;0;-0.004930435;0.0088;-0.026405916;0.016531833;0;0.002772003;0.012825226;0.019908956;-0.028985554;0.008928622;-0.023203593;-0.00481758;-0.004295943;0;-0.011442256;-0.02328676;-0.005319136;-0.004608322;-0.003002942;0.043165471;0;0.029305885;0.029987405;-0.001554002;-0.015624615;-0.003455662;0.000980278;-0.007343656;0;0.004694107;0;0;0.015316156;-0.001265823;0.026239051
403;0.00721932;0.003472193;0.018702308;0.089441815;0.020270224;-0.018239492;0.007031592;-0.001730104;0.048391201;0.02626123;0.009406784;-0.016731759;0.057711443;0.010619465;0.016858238;0.020055345;0.013902205;0;0.06487211;-0.025885559;0.028876798;0.041666677;0.002409673;0.016896549;0;0.048951023;0.048421635;-0.020233463;-0.01587381;0.005601494;0.053662317;0.015306071;0.04288499;0.044078716;0;0.064705882;0.05498791;0.000633714;0.022727046
404;0.00462455;-0.001384087;0.004121312;0.029320983;0.028697528;-0.025848142;-0.00074808;0.009012132;-0.014389894;-0.003367003;-0.014337048;-0.025808218;0.022577611;0.029772231;-0.012810852;0.040677935;-0.014184397;0;0.025530813;-0.033566434;0.002079085;-0.007301593;-0.011418329;-0.003390946;0;0.0311905;0.034492839;-0.019062748;0;0.01193634;0.022304833;-0.023115528;0.037383178;0.02256819;0;0.013188344;0.019372693;-0.000633312;0.015000069
405;0.012543119;-0.003464974;0.006716539;-0.019790127;0.009012919;0;0.008235638;-0.00377877;-0.00440619;-0.02027027;-0.016363562;0.010189212;-0.03449862;0.018707529;0.032061069;-0.007817584;0.022541966;0;-0.006901627;0.020260492;0.010373419;0.008954323;0;0.01054774;0;-0.004617871;-0.002825601;-0.027530364;-0.000805646;-0.013106108;0.008909127;0.00745877;0.05045045;0.02739699;0;-0.014951592;-0.016289615;0;-0.001094476
406;-0.006137123;-0.04815719;-0.025203857;-0.040991107;-0.031050574;-0.021558872;-0.024752474;0.005517241;-0.017432776;-0.017241379;-0.001848383;-0.014697446;-0.018580276;-0.005008296;-0.025887574;-0.03151672;-0.000469043;0;-0.038967485;0.014184397;-0.035934207;-0.031695756;-0.003039452;-0.023568992;0;-0.033866828;-0.041938225;-0.021648626;0.008877724;0.009296096;-0.037484266;-0.007148303;0;0.018333383;0;-0.017857143;-0.030358786;-0.01774398;-0.036164335
407;-0.0142939;0.022831084;-0.013688329;-0.003189802;-0.02546093;0.004237288;-0.020304669;0.003429355;0.013797867;0.021052632;0.005185191;0.008774385;-0.029126214;-0.015436243;0.02126044;-0.016949208;-0.049741847;0;0.00903923;-0.008391608;-0.015974402;-0.011456657;0.003048719;0.010344723;0;0.008643361;0.011239219;0.028085106;0.020000408;-0.063157898;0.01104662;-0.00231422;-0.013722127;0.00745604;0;-0.015454509;0.00094879;-0.032903226;-0.007959429
408;-0.00348041;0.008928576;0.017347776;0.036800014;0.054054007;0.003375527;0.033678862;0.005809979;0.005832326;-0.007216495;0;0.005509018;0.0125;0.031015622;-0.012639405;-0.017241332;-0.00543216;0;0.038392629;-0.013399154;0.022727262;0.010927178;-0.018237135;0.024573425;0;0.028326662;0.029540861;-0.013245033;-0.027451765;0.0252809;0.027777778;-0.002577268;-0.008695652;-0.02527094;0;0.02493071;0.032701445;-0.006004003;-0.008022903
409;0.025611374;0.021238917;0.020841201;0.00833327;0.034188077;-0.002523129;0.002506215;0.046551138;0.007732652;0.007268951;-0.013264592;0.010380443;-0.002469086;-0.006611535;0.030873494;-0.003508805;-0.016881827;0;0.021690929;0.0192995;0.028571448;0.036685209;0.015479993;-0.001332391;0;0.002314768;0.004261278;0.015100671;0.025807279;0.041095893;0.024324288;0.007751912;0.050877193;0.04629642;0;0.017837874;0.005048118;-0.026845638;0.032929139
410;-0.001135211;0.007798933;-0.005939133;-0.002142593;-0.016942148;-0.015177066;0.02025005;-0.031818182;-0.035624521;-0.037800687;-0.030246413;-0.029680305;0.014356385;-0.018302872;0.010226443;0.002816864;0.017676831;0;0.001206248;0.028050491;-0.019547451;-0.02843596;0;-0.016010634;0;-0.014780578;-0.012729732;-0.024793388;0.020439858;-0.029210528;-0.006156517;-0.004615385;0.010016694;0.008318609;0;0.01256856;-0.007534201;-0.000689655;0.001118349
411;-0.002272719;-0.021152146;-0.017923722;-0.033742289;-0.027742832;-0.007705479;-0.012742023;-0.019114688;-0.009378171;0;-0.026569121;-0.011764662;-0.001952123;0.013220379;0.005784526;0.014747181;-0.012407009;0;-0.008433687;0.022510232;-0.024134389;-0.009430911;-0.021341453;-0.026779762;0;-0.019924965;-0.019770858;0.016949153;0.001540447;-0.017348849;0.008849558;-0.015971123;0.041322314;0.025101054;0;-0.00524472;-0.015642972;0.028295376;0.005586632
412;-0.004555792;0.000702703;0.019011286;-0.028888952;0.009079162;0.018119068;0;-0.008547009;-0.012049736;-0.010714286;-0.034810265;-0.008928585;-0.000488998;0.003680149;0.024442847;-0.031141848;-0.005025126;0;-0.027946584;-0.00933956;0.008602267;0.011162167;0.021183673;0.004876471;0;-0.023917722;-0.032154283;0.004166667;0;-0.007448276;-0.057894737;0;-0.047619048;-0.011472613;0;-0.063268926;-0.023136293;0;-0.0138888
413;0.006178553;0.000702289;0.001865762;-0.002942128;-0.010282776;-0.038135593;0.001489154;-0.031034483;-0.012774112;-0.02166065;-0.028688374;-0.01651651;-0.026418834;-0.023333359;0.014035088;0.006428567;-0.01010101;0;-0.040750025;0;0.002132281;0.01071431;-0.032946973;-0.012478463;0;-0.017642759;-0.015403292;-0.035684647;-0.042306956;-0.041133937;-0.02867784;-0.018324633;-0.016666667;-0.012645235;0;-0.039774859;-0.004784713;-0.026845638;0.011830955
414;-0.023311332;-0.056140369;-0.010428352;-0.032786905;-0.03030303;-0.029955947;-0.026022257;0.007117438;-0.037648558;-0.038745387;-0.029535895;-0.038167965;-0.06080397;-0.029010213;-0.050519031;-0.066359111;-0.035714286;0;-0.07557983;-0.048484848;-0.032978912;-0.033087057;-0.018927282;-0.008423881;0;-0.036667523;-0.035275984;-0.036144578;-0.028113253;0.002028957;-0.075728528;0.01066672;0;-0.043859499;0;-0.057248925;-0.030288415;0;-0.052338449
415;0.01129337;0.022304811;0.000376357;0.007457649;0.004464286;0.007266122;0.011450382;0.022614841;0.014672481;0.009213052;-0.008695633;0.012698432;-0.028892508;0.007029875;0.030612245;-0.030786752;0.015343915;0;0.009021708;0.033970276;0.023102304;0.019601325;0.00964633;0.008849468;0;0.002071517;0.013036566;-0.128571429;-0.024793409;-0.016488285;0.003733665;0.047493375;0.042372881;-0.030458772;0;-0.005181347;0.011155206;-0.035172414;0.039953117
416;0.007368382;0.014545434;0.015801425;-0.030955598;-0.0244444;-0.03606853;-0.001761006;0.006219765;-0.023195278;-0.015214911;-0.05482459;-0.014420071;0.049586722;-0.002443242;-0.014144272;0.005490152;-0.010422095;0;-0.033249594;-0.014373717;-0.003225708;0.010101031;0.019745175;-0.031579058;0;-0.046511601;-0.050219741;-0.016393443;0.016950014;0.023529442;-0.03781769;-0.042821183;0.003252033;0.005488076;0;-0.014583333;-0.036283402;0.000714796;-0.033898538
417;0.006742702;-0.067921088;-0.020740832;-0.052083286;-0.020956764;-0.034611787;-0.007056401;-0.053228022;-0.031758922;-0.049826188;-0.146635709;-0.020356211;-0.01102357;-0.042337343;0.004304161;-0.034711326;-0.028436019;0;-0.080635814;0;-0.023732505;-0.029032274;-0.062460995;-0.029709938;0;-0.06991875;-0.06311963;-0.021875;-0.03333375;-0.054885086;-0.082903819;-0.026315789;-0.019448947;-0.040090154;0;-0.086680761;-0.049605697;-0.036428571;-0.051461801
418;0.033034544;0.024802894;-0.001134622;0;0.034899953;0.03003876;0.056091317;-0.003989844;0;0;-0.053833697;-0.000324696;0.029723992;-0.029229037;-0.002857143;0.010101044;-0.045528455;0;0.040553255;-0.017361111;0.017679563;0.011627856;0.005995974;0.01941737;0;0.023018677;0.011640212;-0.009584665;0.033620704;0.022803284;0.042154567;0.007567541;0;0.026274535;0;0;0.058618789;0.008154188;0.07829848
419;0.021977937;0.016885495;0.005301046;0.127472514;0.01618705;0.025399812;0.01754386;-0.030954115;0.005093777;0.031707317;0.091954091;0.006820427;-0.000515515;0.002634508;0.019340974;0.027999897;0.005110733;0;0.039577102;0.025441696;0.016286607;0.013136288;-0.022516653;0.02527465;0;0.102250068;0.094839609;-0.021505376;0.012510431;0.023483919;0.074157303;-0.007510703;-0.00661157;-0.007451368;0;0.032638889;0.051833099;-0.011029412;-0.033733522
420;-0.003333307;-0.006642044;-0.001883202;0.012020735;-0.006637124;-0.014678899;-0.021020312;-0.030063886;0.003169902;0.027974783;0.03157888;0.009677366;-0.02011341;0.014264245;-0.031623331;0.050583663;0.059322034;0;0.005521593;0.092350103;-0.008546899;0.001620794;-0.037262828;0.018220873;0;0.044444366;0.050955414;-0.005494505;-0.007413512;-0.006099332;0.06380749;0.040270324;0.104825291;0.018286751;0;0.031158933;0.025480819;0.003717472;0.0053252
421;-0.007444154;-0.084323954;-0.03849057;-0.085072204;-0.088641511;-0.013035382;-0.057901086;-0.007748935;-0.01768762;-0.04982752;-0.068877466;-0.016293908;-0.071052632;-0.066247215;-0.009433962;-0.048148153;0.002133333;0;-0.083814947;-0.013249211;-0.058189697;-0.066343084;-0.061928143;-0.077193062;0;-0.099455621;-0.096969727;-0.060773481;-0.02904524;-0.059029781;-0.093215304;-0.008054092;-0.051204819;-0.017013175;0;-0.071521739;-0.088138725;0;-0.108298887
422;-0.038043469;-0.039553649;-0.038461575;0.033333329;0.066959974;-0.003773585;-0.008962868;-0.027723545;0.012219835;-0.041145623;-0.095890512;-0.002923011;0.014164306;-0.045580703;0.021978022;-0.012451314;-0.012772751;0;0.025236561;0.093350384;0.0091532;0.015944552;0.047261848;-0.087452527;0;0.057417579;0.050335572;-0.049411765;-0.059829487;-0.046273324;0.044025157;-0.0068099;-0.023809524;-0.009615351;0;-0.014048232;0.02570694;0;0.040263725
423;-0.012768553;-0.110876534;-0.033061262;-0.084889618;-0.088410444;-0.118371212;-0.055297106;-0.022088353;-0.031132348;-0.07446361;-0.1;-0.074592857;-0.078212291;-0.071428527;-0.032258065;-0.101654893;-0.029649596;0;-0.0707692;-0.130994152;-0.064625801;-0.05561238;-0.040114694;-0.032916544;0;-0.046245854;-0.047923324;-0.050742574;-0.081818219;-0.083034847;-0.091192356;-0.042721495;-0.048780488;-0.033203942;0;-0.097838946;-0.070175535;-0.007407407;-0.105329936
424;0.018656322;0.016627153;0.072182361;0.06159547;0.055276382;-0.010741139;0.033916792;0;0.038360758;0.064545455;0;0.087645234;0.121212121;0.046511604;0.022962963;0.015350956;0.069444444;0;0.064569567;0.00269179;0.093333477;0.065751399;-0.029104511;-0.000861794;0;0.070552985;0.080536983;0.029986962;0.054455968;0.033735833;0.047999954;-0.035812646;0.01025641;-0.025908849;0;0.047644062;0.072776311;0.007462687;0.087234238
425;0.056179851;0.168224268;0.061023618;0.108004291;0.094285714;0.146579805;0.073809524;0.055441478;0.086203129;0.099487617;0.09225587;0.06957929;0.108108108;0.145299187;0.024619841;0.087689007;0.025974026;0;0.107309356;0.001342282;0.06984476;0.084745778;0.073020881;0.159982791;0;0.091094201;0.08633537;0.049367089;0.03286338;0.116454831;0.134133092;0.085428629;0.150592217;0.061855769;0;0.180904523;0.08291455;0.058518519;0.043704975
426;-0.021276516;-0.055999977;-0.018552887;-0.024921152;-0.042645779;0.008522727;-0.026853905;0.001945525;-0.004362345;-0.029514563;-0.044389497;-0.000907775;-0.04292678;-0.003731379;-0.045936396;0.00079424;0.006582278;0;-0.028089889;-0.08310992;-0.051813566;-0.046874978;-0.040114694;-0.111524185;0;0.002332066;-0.002286964;-0.012062726;0;-0.070769264;-0.048076923;0.021058146;-0.044117647;-0.013398128;0;-0.002127617;-0.027842136;-0.020293912;-0.031249802
427;-0.016304422;-0.072457687;-0.017013152;-0.076350729;0.013181864;-0.042253521;-0.016961975;-0.036893204;0.000292036;0;-0.100645349;0.01665663;0.00917421;-0.035580495;-0.001481481;0.006745987;0.011066398;0;-0.064450842;-0.020467836;-0.015300465;-0.016393461;-0.108208841;-0.079497882;0;-0.046300558;-0.047277992;0.010989011;-0.022727738;-0.045695367;-0.069494909;-0.008765145;-0.023076923;-0.027750525;0;-0.058635392;-0.073269686;-0.014285714;-0.006451658
